INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
10028-24-7,CASRN,DTXSID1074250,Disodium phosphate dihydrate,DTXCID2032504,10028-24-7,KDQPSPMLNJTZAL-UHFFFAOYSA-L,Sodium hydrogen phosphate--water (2/1/2),H5Na2O6P,177.987,177.96191344,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
321-54-0,CASRN,DTXSID1037513,Coumaphos oxon,DTXCID9017513,321-54-0,FDYMERLIFOUIRZ-UHFFFAOYSA-N,3-Chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl diethyl phosphate,C14H16ClO6P,346.7,346.0373029,N/A,436.547,8.16582E-08,1.377,0.908,3.96278E-06,274.389,66.463,0.621,7.37904E-05,N/A,N/A,0.000279254,38.4592,2.83139E-07,0.000489779,2.66077E-11,3.18052,3.81662,399.853,4.11921E-09,1.10528,11.5255,1554.37,3.10685,78.8533,N/A,N/A,5.16706E-07,0.00027255
950-35-6,CASRN,DTXSID5037571,Methylparaoxon,DTXCID3017571,950-35-6,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,Dimethyl 4-nitrophenyl phosphate,C8H10NO6P,247.143,247.024574044,9.72747,300.548,5.21195E-08,1.353,0.939,1.4388E-05,162.384,54.69,0.972,2.04644E-05,N/A,N/A,0.0018578,9.12011,7.51623E-06,0.00857038,1.24808E-11,1.8035,4.13798,330.35,2.87965E-07,1.65804,7.39835,143.847,1.33187,129.583,N/A,N/A,3.56029E-06,0.0037937
5723-62-6,CASRN,DTXSID0041309,"2,2-Dichloro-1-(2,5-dichlorophenyl)vinyl diethyl phosphate",DTXCID8021309,5723-62-6,VMQYCMUSQVOVTC-UHFFFAOYSA-N,"2,2-Dichloro-1-(2,5-dichlorophenyl)ethenyl diethyl phosphate",C12H13Cl4O4P,394.01,391.9305567,138.995,360.482,7.44732E-09,1.482,0.821,5.3827E-07,267.032,40.266,0.159,0.000103753,N/A,N/A,0.000177011,21.928,1.47911E-06,3.37287E-05,1.7464E-11,98.9877,3.81663,367.154,5.26734E-10,0.513744,10.5892,809.748,3.478,53.4376,N/A,N/A,3.1812E-06,0.000717721
960-25-8,CASRN,DTXSID2041967,Famphur O-analog,DTXCID0021967,960-25-8,SGSHKKZZKAZVCW-UHFFFAOYSA-N,4-(Dimethylsulfamoyl)phenyl dimethyl phosphate,C10H16NO6PS,309.27,309.043595411,3.94457,N/A,N/A,1.306,1.009,N/A,198.019,17.382,0.91,2.98538E-05,N/A,N/A,N/A,N/A,3.03389E-05,0.0139637,1.69492E-11,1.9077,4.1385,343.996,3.46307E-07,0.585456,8.95506,47.572,0.0103586,75.4282,N/A,N/A,8.9989E-06,0.0306158
68961-66-0,CASRN,DTXSID8058457,Dodecyl bis(hydroxyethyl)dioctyl ammonium phosphate,DTXCID2032217,68961-66-0,DNXVIFRIGNDQBC-UHFFFAOYSA-N,"Dioctyl hydrogen phosphate--2,2'-(dodecylazanediyl)di(ethan-1-ol) (1/1)",C32H70NO6P,595.887,595.494075976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
120579-32-0,CASRN,DTXSID1048043,"Phosphoric acid, mono(2-ethylhexyl) ester, compds. with diethanolamine N-coco alkyl derivs. (1:1)",N/A,120579-32-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69632-93-5,CASRN,DTXSID6058263,cis-Methocrotophos,DTXCID1032222,69632-93-5,QCHGSZOBELCOTC-ALCCZGGFSA-N,(2Z)-4-[(Methoxymethyl)amino]-4-oxobut-2-en-2-yl dimethyl phosphate,C8H16NO6P,253.191,253.071524237,0.54325,320.646,2.63027E-07,1.198,0.71,0.000693426,154.53,15.919,0.605,5.09331E-05,N/A,157.315,0.00483059,18.0717,2.91072E-05,0.15417,2.90257E-11,0.963276,4.13849,303.76,1.26564E-11,0.321681,9.87509,15.785,-6.12282E-05,69.6916,N/A,N/A,3.3288E-05,0.944431
117428225,CASRN,DTXSID9047542,Picoxystrobin,DTXCID7027542,117428-22-5,IBSNKSODLGJUMQ-SDNWHVSQSA-N,Methyl (2E)-3-methoxy-2-[2-({[6-(trifluoromethyl)pyridin-2-yl]oxy}methyl)phenyl]prop-2-enoate,C18H16F3NO4,367.324,367.103142488,N/A,408.728,2.21309E-05,1.279,0.909,1.80302E-06,219.882,61.764,0.304,N/A,N/A,N/A,N/A,N/A,9.22571E-08,4.13047E-05,1.67492E-11,61.6711,5.69468,354.896,3.89917E-09,0.383439,9.59017,878.748,3.70168,47.2841,N/A,N/A,4.67927E-07,8.5007E-06
60207901,CASRN,DTXSID8024280,Propiconazole,DTXCID204280,60207-90-1,STJLVHWMYQXCPB-UHFFFAOYSA-N,"1-{[2-(2,4-Dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl}-1H-1,2,4-triazole",C15H17Cl2N3O2,342.22,341.0697822,102.094,366.386,3.37287E-05,1.383,0.484,3.60579E-05,253.742,91.615,0.333,0.00405509,N/A,N/A,N/A,N/A,7.07946E-08,0.000192309,1.66943E-11,45.7486,4.24505,350.142,3.82932E-06,5.00852,10.203,2451.91,3.71704,82.618,N/A,N/A,4.19822E-07,0.000355398
178928706,CASRN,DTXSID4034869,Prothioconazole,DTXCID2014869,178928-70-6,MNHVNIJQQRJYDH-UHFFFAOYSA-N,"2-[2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-2,4-dihydro-3H-1,2,4-triazole-3-thione",C14H15Cl2N3OS,344.25,343.0312887,142.561,N/A,N/A,1.86,0.772,N/A,264.726,241.517,N/A,N/A,N/A,N/A,N/A,N/A,8.09096E-08,6.83912E-05,2.87134E-11,100.775,35.2362,339.621,3.72675E-09,0.744877,9.173,628.42,2.12171,178.314,N/A,N/A,2.06448E-08,0.000867608
178928-70-6,CASRN,DTXSID4034869,Prothioconazole,DTXCID2014869,178928-70-6,MNHVNIJQQRJYDH-UHFFFAOYSA-N,"2-[2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-2,4-dihydro-3H-1,2,4-triazole-3-thione",C14H15Cl2N3OS,344.25,343.0312887,142.561,N/A,N/A,1.86,0.772,N/A,264.726,241.517,N/A,N/A,N/A,N/A,N/A,N/A,8.09096E-08,6.83912E-05,2.87134E-11,100.775,35.2362,339.621,3.72675E-09,0.744877,9.173,628.42,2.12171,178.314,N/A,N/A,2.06448E-08,0.000867608
178928-71-7,CASRN,DTXSID60894967,Metabolite of prothioconazole (M01),DTXCID801324526,178928-71-7,ZXMXTEOZDXZOBF-UHFFFAOYSA-N,"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-[5-(methylsulfanyl)-1H-1,2,4-triazol-1-yl]propan-2-ol",C15H17Cl2N3OS,358.28,357.0469388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.67571E-11,263.301,35.3229,339.498,2.55008E-07,2.11024,10.6083,1634.62,4.31823,123.075,N/A,N/A,4.29841E-07,2.24979E-05
120983-64-4,CASRN,DTXSID3044338,"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)-2-propanol",DTXCID1024338,120983-64-4,HHUQPWODPBDTLI-UHFFFAOYSA-N,"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propan-2-ol",C14H15Cl2N3O,312.19,311.0592175,50.9331,376.11,3.16228E-05,1.37,0.601,6.03949E-07,247.04,128.603,0.301,0.00390841,N/A,N/A,N/A,N/A,3.12608E-08,0.000165577,1.66636E-11,76.2361,5.1019,321.524,1.36659E-07,2.04757,10.7773,272.663,3.08147,122.644,N/A,N/A,3.1931E-07,0.000114301
1228284647,CASRN,DTXSID60894826,Pydiflumetofen,DTXCID901324393,1228284-64-7,DGOAXBPOVUPPEB-UHFFFAOYSA-N,"3-(Difluoromethyl)-N-methoxy-1-methyl-N-[1-(2,4,6-trichlorophenyl)propan-2-yl]-1H-pyrazole-4-carboxamide",C16H16Cl3F2N3O2,426.67,425.0276162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.38034E-11,665.934,3.54722,350.599,7.7987E-09,2.78746,10.3249,2524.57,4.00061,65.3089,N/A,N/A,5.57919E-07,6.12281E-06
175013180,CASRN,DTXSID7032638,Pyraclostrobin,DTXCID5012638,175013-18-0,HZRSNVGNWUDEFX-UHFFFAOYSA-N,Methyl [2-({[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy}methyl)phenyl]methoxycarbamate,C19H18ClN3O4,387.82,387.0985838,N/A,465.144,N/A,1.41,0.41,N/A,176.408,102.24,0.587,N/A,N/A,N/A,N/A,N/A,1.49968E-09,2.09411E-05,1.74763E-11,174.446,5.15004,335.991,1.49081E-07,1.7981,11.7081,1622.29,3.98987,116.214,N/A,N/A,8.47743E-09,4.90703E-06
,Searched by Synonym: Found 0 results,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7704349,CASRN,DTXSID9034941,Sulfur,DTXCID7014941,7704-34-9,NINIDFKCEFEMDL-UHFFFAOYSA-N,Sulfur,S,32.06,31.972071174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2699-79-8,CASRN,DTXSID9034945,Sulfuryl fluoride,DTXCID7014945,2699-79-8,OBTWBSRJZRCYQV-UHFFFAOYSA-N,Sulfuryl difluoride,F2O2S,102.05,101.95870674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
107534963,CASRN,DTXSID9032113,Tebuconazole,DTXCID7012113,107534-96-3,PXMNMQRDXWABCY-UHFFFAOYSA-N,"1-(4-Chlorophenyl)-4,4-dimethyl-3-[(1H-1,2,4-triazol-1-yl)methyl]pentan-3-ol",C16H22ClN3O,307.82,307.14514,49.204,344.862,3.12608E-05,1.249,0.483,1.31522E-05,237.471,113.611,0.499,0.0101391,N/A,N/A,N/A,N/A,9.28966E-08,8.93305E-05,2.30975E-11,243.765,3.17728,321.733,3.09832E-07,5.87665,10.6451,994.153,3.69972,102.495,N/A,N/A,1.289E-08,0.000116847
288-88-0,CASRN,DTXSID6027131,"1H-1,2,4-Triazole",DTXCID207131,288-88-0,NSPMIYGKQJPBQR-UHFFFAOYSA-N,"1H-1,2,4-Triazole",C2H3N3,69.067,69.032697109,0.663743,239.481,N/A,1.237,0.571,N/A,107.643,89.399,N/A,0.0139637,N/A,N/A,0.0260016,N/A,N/A,1.08393,1.61533E-12,1.46424,4.75529,198.221,1.31948E-07,0.185675,3.70923,8.29609,-0.579128,54.1425,N/A,2.5,0.728039,1.20771
112281773,CASRN,DTXSID8034956,Tetraconazole,DTXCID6014956,112281-77-3,LQDARGUHUSPFNL-UHFFFAOYSA-N,"1-[2-(2,4-Dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1H-1,2,4-triazole",C13H11Cl2F4N3O,372.14,371.02153,131.22,344.772,2.46604E-05,1.507,0.626,2.69153E-06,242.328,60.427,0.138,N/A,N/A,N/A,N/A,N/A,1.71002E-07,1.51356E-05,1.65149E-11,309.506,4.27457,339.059,2.53277E-06,16.8987,8.21551,748.422,3.55959,6.10937,N/A,N/A,1.35442E-06,0.000416843
23564058,CASRN,DTXSID1024338,Thiophanate-methyl,DTXCID104338,23564-05-8,QGHREAKMXXNCOA-UHFFFAOYSA-N,"Dimethyl (1,2-phenylenedicarbamothioyl)biscarbamate",C12H14N4O4S2,342.39,342.045647295,2.80543,N/A,5.45758E-06,1.526,0.885,2.94442E-06,241.883,243.278,0.519,0.00358096,N/A,N/A,N/A,N/A,N/A,0.000104954,1.69075E-11,5.6225,4.94349,264.844,1.6468E-10,0.287499,9.41844,1770.87,1.39975,167.42,N/A,N/A,7.12033E-08,0.000181055
141517217,CASRN,DTXSID4032580,Trifloxystrobin,DTXCID501509092,141517-21-7,ONCZDRURRATYFI-TVJDWZFNSA-N,Methyl (2E)-(methoxyimino)[2-({[(E)-{1-[3-(trifluoromethyl)phenyl]ethylidene}amino]oxy}methyl)phenyl]acetate,C20H19F3N2O4,408.377,408.129691589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23713497,CASRN,DTXSID40920495,Zinc (II) cation,DTXCID901349402,23713-49-7,PTFCDOFLOPIGGS-UHFFFAOYSA-N,Zinc,Zn,65.38,63.928045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7440666,CASRN,DTXSID7035012,Zinc,DTXCID004384,7440-66-6,HCHKCACWOHOZIP-UHFFFAOYSA-N,Zinc,Zn,65.38,63.929142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1314-84-7,CASRN,DTXSID1024386,Zinc phosphide (Zn3P2),DTXCID804386,1314-84-7,NQDYSWQRWWTVJU-UHFFFAOYSA-N,Zinc bis(phosphanidylidenezinc),P2Zn3,258.09,253.73495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13463-41-7,CASRN,DTXSID7026314,Zinc pyrithione,DTXCID90820451,13463-41-7,PICXIOQBANWBIZ-UHFFFAOYSA-N,Bis[1-(hydroxy-kappaO)pyridine-2(1H)-thionato-kappaS]zinc,C10H8N2O2S2Zn,317.69,315.931862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1314-13-2,CASRN,DTXSID7035016,Zinc oxide,DTXCID30820697,1314-13-2,RNWHGQJWIACOKP-UHFFFAOYSA-N,Zinc oxide,OZn,81.38,79.924057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12447-61-9,CASRN,DTXSID3035686,Zinc borate hydrate (1:2),N/A,12447-61-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12071-83-9,CASRN,DTXSID1052741,Propineb,DTXCID4031279,12071-83-9,KKMLIVYBGSAJPM-UHFFFAOYSA-L,"Zinc propane-1,2-diyldicarbamodithioate",C5H8N2S4Zn,289.75,287.886175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.63453E-11,13.3054,7.72483,358.204,1.44251E-10,0.125967,7.95628,196.498,-2.08622,212.938,N/A,N/A,3.35924E-06,0.0179798
7446-19-7,CASRN,DTXSID2035019,Zinc sulfate monohydrate,DTXCID0015019,7446-19-7,RNZCSKGULNFAMC-UHFFFAOYSA-L,Zinc sulfate--water (1/1/1),H2O5SZn,179.45,177.891436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13597-65-4,CASRN,DTXSID8035976,Zinc silicate,DTXCID6015976,13597-65-4,XSMMCTCMFDWXIX-UHFFFAOYSA-N,Zinc oxosilanebis(olate),O3SiZn,141.46,139.890812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
142044-50-6,Deleted CAS-RN,DTXSID8035976,Zinc silicate,DTXCID6015976,13597-65-4,XSMMCTCMFDWXIX-UHFFFAOYSA-N,Zinc oxosilanebis(olate),O3SiZn,141.46,139.890812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7733-02-0,CASRN,DTXSID2040315,Zinc sulfate,DTXCID0020315,7733-02-0,NWONKYPBYAMBJT-UHFFFAOYSA-L,Zinc sulfate,O4SZn,161.44,159.880872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
130328-20-0,CASRN,DTXSID40109182,Silver zinc zeolite,N/A,130328-20-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
557-05-1,CASRN,DTXSID7027209,"Octadecanoic acid, zinc salt",DTXCID707209,557-05-1,XOOUIPVCVHRTMJ-UHFFFAOYSA-L,Zinc dioctadecanoate,C36H70O4Zn,632.33,630.456553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.65005E-11,517.32,18.9526,382.842,6.64788E-08,1.12038,10.6209,3946.22,0.366063,175.758,N/A,N/A,7.14871E-07,2.08416E-06
7646-85-7,CASRN,DTXSID2035013,Zinc chloride,DTXCID0015013,7646-85-7,JIAARYAFYJHUJI-UHFFFAOYSA-L,Zinc dichloride,Cl2Zn,136.28,133.866847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12122-67-7,CASRN,DTXSID5021465,Zineb,DTXCID701465,12122-67-7,AMHNZOICSMBGDH-UHFFFAOYSA-L,"Zinc ethane-1,2-diyldicarbamodithioate",C4H6N2S4Zn,275.73,273.870525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.49621E-11,6.59369,23.6227,358.212,1.46302E-10,0.118048,7.93926,508.346,-2.09842,225.479,N/A,N/A,1.91741E-06,0.772498
12001-85-3,CASRN,DTXSID4027735,Zinc naphthenate,N/A,12001-85-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68989-17-3,CASRN,DTXSID60102594,"Sulfonic acids, C20-30-alkane, zinc salts",N/A,68989-17-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20427-58-1,CASRN,DTXSID7042516,Zinc hydroxide,DTXCID5022516,20427-58-1,UGZADUVQMDAIAO-UHFFFAOYSA-L,Zinc dihydroxide,H2O2Zn,99.39,97.934621,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68813-94-5,CASRN,DTXSID10100989,"Sulfuric acid, zinc salt, basic",N/A,68813-94-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13978-85-3,CASRN,DTXSID6065686,Zinc 8-quinolinolate,DTXCID9034527,13978-85-3,HTPBWAPZAJWXKY-UHFFFAOYSA-L,Zinc diquinolin-8-olate,C18H12N2O2Zn,353.69,352.01902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.65248E-11,4.89828,2.91781,265.319,4.89587E-09,0.166576,6.18429,43.6663,-2.61897,224.285,N/A,N/A,0.000168085,0.00365751
16871-71-9,CASRN,DTXSID50884938,"Silicate(2-), hexafluoro-, zinc (1:1)",DTXCID301024355,16871-71-9,IRPUQLOSQCXHEW-UHFFFAOYSA-N,Zinc hexafluoridosilicate(2-),F6SiZn,207.46,205.896488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
557-41-5,CASRN,DTXSID70890511,"Formic acid, zinc salt (2:1)",DTXCID001030448,557-41-5,XOBMCBQSUCOAOC-UHFFFAOYSA-L,Zinc diformate,C2H2O4Zn,155.41,153.924451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.50028E-13,4.43184,6.10776,101.081,1.67961E-07,0.097207,2.61624,5.39642,-1.66618,225.845,N/A,N/A,42.6556,10.578
94757,CASRN,DTXSID0020442,"2,4-Dichlorophenoxyacetic acid",DTXCID80442,94-75-7,OVSKIKFHRZPJSS-UHFFFAOYSA-N,"(2,4-Dichlorophenoxy)acetic acid",C8H6Cl2O3,221.03,219.9693995,4.61318,311.414,0.000200447,1.473,0.523,7.81628E-05,167.216,132.353,0.031,0.00261818,45.206,142.278,0.000111173,19.0985,1.09901E-05,0.00199986,8.50675E-12,3.33894,3.54877,300.498,2.95974E-09,0.214166,8.64937,45.9586,2.80925,140.55,N/A,N/A,2.88557E-07,0.00684596
2008-39-1,CASRN,DTXSID0024896,"2,4-D dimethylamine salt",DTXCID104896,2008-39-1,IUQJDHJVPLLKFL-UHFFFAOYSA-N,"(2,4-Dichlorophenoxy)acetic acid--N-methylmethanamine (1/1)",C10H13Cl2NO3,266.12,265.0272487,2.98538,311.414,0.000213796,1.495,0.523,0.000100925,167.361,130.964,0.031,0.00207491,45.206,142.278,0.000111173,19.0985,1.09901E-05,0.0020893,8.50675E-12,3.33894,3.54877,300.498,2.95974E-09,0.214166,8.64937,45.9586,1.37128,86.0041,N/A,N/A,2.88557E-07,0.00684596
1928-43-4,CASRN,DTXSID4034235,"2,4-D 2-EHE",DTXCID40444,1928-43-4,QZSFJRIWRPJUOH-UHFFFAOYSA-N,"2-Ethylhexyl (2,4-dichlorophenoxy)acetate",C16H22Cl2O3,333.25,332.0946,190.985,372.393,6.19441E-06,1.192,0.441,1.08643E-06,152.777,26.233,-0.006,0.0011749,38.334,139.731,1.11173E-06,17.1396,2.58821E-06,1.55597E-06,1.70796E-11,655.085,4.9055,325.767,8.2553E-08,1.08863,9.66151,2873.1,5.77889,1.42777,N/A,N/A,3.3494E-06,1.38458E-06
32341-80-3,Deleted CAS-RN,DTXSID8034243,"2,4-D Triisopropanolammonium salt",DTXCID6014243,18584-79-7,SRPJGPPDQIFOGY-UHFFFAOYSA-N,"(2,4-Dichlorophenoxy)acetic acid--1,1',1''-nitrilotri(propan-2-ol) (1/1)",C17H27Cl2NO6,412.3,411.121543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
